date,state,district,market,commodity,min_price,max_price,modal_price
2026-03-05,Madhya Pradesh,Gwalior,Indore,Gram,1940,3928,3376
2026-03-06,Madhya Pradesh,Jabalpur,Jabalpur,Wheat,2260,3042,2002
2026-03-07,Madhya Pradesh,Sagar,Sagar,Wheat,2014,3419,3239
2026-03-08,Madhya Pradesh,Jabalpur,Sagar,Maize,2604,3690,2439
2026-03-09,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),2884,3252,1941
2026-03-10,Madhya Pradesh,Ujjain,Bhopal,Gram,1787,2367,2803
2026-03-11,Madhya Pradesh,Gwalior,Gwalior,Wheat,1507,2057,2414
2026-03-12,Madhya Pradesh,Jabalpur,Gwalior,Paddy(Dhan),1586,3304,1906
2026-03-13,Madhya Pradesh,Ujjain,Gwalior,Soybean,2497,2556,2328
2026-03-14,Madhya Pradesh,Sagar,Sagar,Paddy(Dhan),1785,3125,3360
2026-03-15,Madhya Pradesh,Jabalpur,Ujjain,Gram,2922,2047,2375
2026-03-16,Madhya Pradesh,Sagar,Sagar,Maize,1573,2561,2768
2026-03-17,Madhya Pradesh,Bhopal,Ujjain,Gram,2962,2592,2487
2026-03-18,Madhya Pradesh,Sagar,Sagar,Wheat,2646,2811,2090
2026-03-19,Madhya Pradesh,Bhopal,Jabalpur,Wheat,2900,2058,2604
2026-03-20,Madhya Pradesh,Ujjain,Sagar,Paddy(Dhan),2305,2160,3134
2026-03-21,Madhya Pradesh,Jabalpur,Jabalpur,Gram,2666,2102,2467
2026-03-22,Madhya Pradesh,Ujjain,Ujjain,Wheat,1657,2845,2184
2026-04-05,Madhya Pradesh,Indore,Gwalior,Soybean,1929,2411,2876
2026-04-05,Madhya Pradesh,Sagar,Ujjain,Soybean,2971,2785,3408
2026-04-05,Madhya Pradesh,Ujjain,Indore,Maize,2933,2182,3006
2026-04-05,Madhya Pradesh,Ujjain,Gwalior,Paddy(Dhan),2894,2416,3192
2026-04-05,Madhya Pradesh,Bhopal,Sagar,Wheat,2632,3139,2500
2026-04-05,Madhya Pradesh,Sagar,Sagar,Maize,2345,3897,1812
2026-04-29,Madhya Pradesh,Bhopal,Sagar,Soybean,1535,2398,3382
